start_time,away_team,away_team_score,home_team,home_team_score
2025-01-12 20:00:00+00:00,MILWAUKEE BUCKS,,NEW YORK KNICKS,
2025-01-12 20:30:00+00:00,SACRAMENTO KINGS,,CHICAGO BULLS,
2025-01-12 23:00:00+00:00,NEW ORLEANS PELICANS,,BOSTON CELTICS,
2025-01-12 23:00:00+00:00,INDIANA PACERS,,CLEVELAND CAVALIERS,
2025-01-12 23:00:00+00:00,PHILADELPHIA 76ERS,,ORLANDO MAGIC,
2025-01-12 23:00:00+00:00,OKLAHOMA CITY THUNDER,,WASHINGTON WIZARDS,
2025-01-13 01:00:00+00:00,BROOKLYN NETS,,UTAH JAZZ,
2025-01-13 02:00:00+00:00,CHARLOTTE HORNETS,,PHOENIX SUNS,
2025-01-14 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,WASHINGTON WIZARDS,
2025-01-14 00:30:00+00:00,DETROIT PISTONS,,NEW YORK KNICKS,
2025-01-14 00:30:00+00:00,GOLDEN STATE WARRIORS,,TORONTO RAPTORS,
2025-01-14 01:00:00+00:00,MEMPHIS GRIZZLIES,,HOUSTON ROCKETS,
2025-01-14 03:30:00+00:00,MIAMI HEAT,,LOS ANGELES CLIPPERS,
2025-01-14 03:30:00+00:00,SAN ANTONIO SPURS,,LOS ANGELES LAKERS,
2025-01-15 00:00:00+00:00,CLEVELAND CAVALIERS,,INDIANA PACERS,
2025-01-15 00:00:00+00:00,OKLAHOMA CITY THUNDER,,PHILADELPHIA 76ERS,
2025-01-15 00:30:00+00:00,PHOENIX SUNS,,ATLANTA HAWKS,
2025-01-15 01:00:00+00:00,NEW ORLEANS PELICANS,,CHICAGO BULLS,
2025-01-15 01:00:00+00:00,SACRAMENTO KINGS,,MILWAUKEE BUCKS,
2025-01-15 02:30:00+00:00,DENVER NUGGETS,,DALLAS MAVERICKS,
2025-01-15 03:00:00+00:00,BROOKLYN NETS,,PORTLAND TRAIL BLAZERS,
2025-01-16 00:30:00+00:00,NEW YORK KNICKS,,PHILADELPHIA 76ERS,
2025-01-16 00:30:00+00:00,BOSTON CELTICS,,TORONTO RAPTORS,
2025-01-16 01:00:00+00:00,ATLANTA HAWKS,,CHICAGO BULLS,
2025-01-16 01:00:00+00:00,ORLANDO MAGIC,,MILWAUKEE BUCKS,
2025-01-16 01:00:00+00:00,GOLDEN STATE WARRIORS,,MINNESOTA TIMBERWOLVES,
2025-01-16 01:00:00+00:00,DALLAS MAVERICKS,,NEW ORLEANS PELICANS,
2025-01-16 01:00:00+00:00,MEMPHIS GRIZZLIES,,SAN ANTONIO SPURS,
2025-01-16 02:00:00+00:00,HOUSTON ROCKETS,,DENVER NUGGETS,
2025-01-16 02:00:00+00:00,CHARLOTTE HORNETS,,UTAH JAZZ,
2025-01-16 03:00:00+00:00,MIAMI HEAT,,LOS ANGELES LAKERS,
2025-01-16 03:30:00+00:00,BROOKLYN NETS,,LOS ANGELES CLIPPERS,
2025-01-17 00:00:00+00:00,INDIANA PACERS,,DETROIT PISTONS,
2025-01-17 00:30:00+00:00,PHOENIX SUNS,,WASHINGTON WIZARDS,
2025-01-17 01:00:00+00:00,CLEVELAND CAVALIERS,,OKLAHOMA CITY THUNDER,
2025-01-17 03:00:00+00:00,LOS ANGELES CLIPPERS,,PORTLAND TRAIL BLAZERS,
2025-01-17 03:00:00+00:00,HOUSTON ROCKETS,,SACRAMENTO KINGS,
2025-01-18 00:00:00+00:00,ORLANDO MAGIC,,BOSTON CELTICS,
2025-01-18 00:30:00+00:00,MINNESOTA TIMBERWOLVES,,NEW YORK KNICKS,
2025-01-18 01:00:00+00:00,DENVER NUGGETS,,MIAMI HEAT,
2025-01-18 01:00:00+00:00,TORONTO RAPTORS,,MILWAUKEE BUCKS,
2025-01-18 01:00:00+00:00,UTAH JAZZ,,NEW ORLEANS PELICANS,
2025-01-18 01:00:00+00:00,MEMPHIS GRIZZLIES,,SAN ANTONIO SPURS,
2025-01-18 01:30:00+00:00,OKLAHOMA CITY THUNDER,,DALLAS MAVERICKS,
2025-01-18 02:30:00+00:00,CHARLOTTE HORNETS,,CHICAGO BULLS,
2025-01-18 03:30:00+00:00,BROOKLYN NETS,,LOS ANGELES LAKERS,
2025-01-18 22:00:00+00:00,PHOENIX SUNS,,DETROIT PISTONS,
2025-01-19 00:00:00+00:00,ATLANTA HAWKS,,BOSTON CELTICS,
2025-01-19 00:00:00+00:00,PHILADELPHIA 76ERS,,INDIANA PACERS,
2025-01-19 01:30:00+00:00,WASHINGTON WIZARDS,,GOLDEN STATE WARRIORS,
2025-01-19 02:00:00+00:00,CLEVELAND CAVALIERS,,MINNESOTA TIMBERWOLVES,
2025-01-19 03:00:00+00:00,HOUSTON ROCKETS,,PORTLAND TRAIL BLAZERS,
2025-01-19 20:00:00+00:00,SAN ANTONIO SPURS,,MIAMI HEAT,
2025-01-19 23:00:00+00:00,DENVER NUGGETS,,ORLANDO MAGIC,
2025-01-20 00:00:00+00:00,PHILADELPHIA 76ERS,,MILWAUKEE BUCKS,
2025-01-20 00:00:00+00:00,BROOKLYN NETS,,OKLAHOMA CITY THUNDER,
2025-01-20 02:00:00+00:00,LOS ANGELES LAKERS,,LOS ANGELES CLIPPERS,
2025-01-20 02:00:00+00:00,CHICAGO BULLS,,PORTLAND TRAIL BLAZERS,
2025-01-20 02:00:00+00:00,WASHINGTON WIZARDS,,SACRAMENTO KINGS,
2025-01-20 17:00:00+00:00,DALLAS MAVERICKS,,CHARLOTTE HORNETS,
2025-01-20 19:00:00+00:00,DETROIT PISTONS,,HOUSTON ROCKETS,
2025-01-20 19:30:00+00:00,MINNESOTA TIMBERWOLVES,,MEMPHIS GRIZZLIES,
2025-01-20 20:00:00+00:00,ATLANTA HAWKS,,NEW YORK KNICKS,
2025-01-20 20:30:00+00:00,PHOENIX SUNS,,CLEVELAND CAVALIERS,
2025-01-20 22:00:00+00:00,BOSTON CELTICS,,GOLDEN STATE WARRIORS,
2025-01-21 01:00:00+00:00,UTAH JAZZ,,NEW ORLEANS PELICANS,
2025-01-22 00:30:00+00:00,NEW YORK KNICKS,,BROOKLYN NETS,
2025-01-22 00:30:00+00:00,PORTLAND TRAIL BLAZERS,,MIAMI HEAT,
2025-01-22 00:30:00+00:00,ORLANDO MAGIC,,TORONTO RAPTORS,
2025-01-22 03:00:00+00:00,PHILADELPHIA 76ERS,,DENVER NUGGETS,
2025-01-22 03:30:00+00:00,CHICAGO BULLS,,LOS ANGELES CLIPPERS,
2025-01-22 03:30:00+00:00,WASHINGTON WIZARDS,,LOS ANGELES LAKERS,
2025-01-23 00:30:00+00:00,DETROIT PISTONS,,ATLANTA HAWKS,
2025-01-23 00:30:00+00:00,PHOENIX SUNS,,BROOKLYN NETS,
2025-01-23 00:30:00+00:00,MINNESOTA TIMBERWOLVES,,DALLAS MAVERICKS,
2025-01-23 01:00:00+00:00,CLEVELAND CAVALIERS,,HOUSTON ROCKETS,
2025-01-23 01:00:00+00:00,CHARLOTTE HORNETS,,MEMPHIS GRIZZLIES,
2025-01-23 01:00:00+00:00,MILWAUKEE BUCKS,,NEW ORLEANS PELICANS,
2025-01-23 01:00:00+00:00,UTAH JAZZ,,OKLAHOMA CITY THUNDER,
2025-01-23 03:00:00+00:00,GOLDEN STATE WARRIORS,,SACRAMENTO KINGS,
2025-01-23 03:30:00+00:00,BOSTON CELTICS,,LOS ANGELES CLIPPERS,
2025-01-23 19:00:00+00:00,SAN ANTONIO SPURS,,INDIANA PACERS,
2025-01-24 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,ORLANDO MAGIC,
2025-01-24 00:30:00+00:00,TORONTO RAPTORS,,ATLANTA HAWKS,
2025-01-24 00:30:00+00:00,MIAMI HEAT,,MILWAUKEE BUCKS,
2025-01-24 01:00:00+00:00,DALLAS MAVERICKS,,OKLAHOMA CITY THUNDER,
2025-01-24 02:00:00+00:00,SACRAMENTO KINGS,,DENVER NUGGETS,
2025-01-24 02:00:00+00:00,WASHINGTON WIZARDS,,UTAH JAZZ,
2025-01-24 03:00:00+00:00,CHICAGO BULLS,,GOLDEN STATE WARRIORS,
2025-01-24 03:00:00+00:00,BOSTON CELTICS,,LOS ANGELES LAKERS,
2025-01-25 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,CHARLOTTE HORNETS,
2025-01-25 00:00:00+00:00,CLEVELAND CAVALIERS,,PHILADELPHIA 76ERS,
2025-01-25 01:00:00+00:00,NEW ORLEANS PELICANS,,MEMPHIS GRIZZLIES,
2025-01-25 17:00:00+00:00,INDIANA PACERS,,SAN ANTONIO SPURS,
2025-01-25 20:00:00+00:00,DENVER NUGGETS,,MINNESOTA TIMBERWOLVES,
2025-01-25 22:30:00+00:00,BOSTON CELTICS,,DALLAS MAVERICKS,
2025-01-25 23:00:00+00:00,MIAMI HEAT,,BROOKLYN NETS,
2025-01-26 00:00:00+00:00,NEW ORLEANS PELICANS,,CHARLOTTE HORNETS,
2025-01-26 00:00:00+00:00,DETROIT PISTONS,,ORLANDO MAGIC,
2025-01-26 00:30:00+00:00,TORONTO RAPTORS,,ATLANTA HAWKS,
2025-01-26 00:30:00+00:00,HOUSTON ROCKETS,,CLEVELAND CAVALIERS,
2025-01-26 00:30:00+00:00,SACRAMENTO KINGS,,NEW YORK KNICKS,
2025-01-26 01:00:00+00:00,PHILADELPHIA 76ERS,,CHICAGO BULLS,
2025-01-26 01:00:00+00:00,UTAH JAZZ,,MEMPHIS GRIZZLIES,
2025-01-26 01:30:00+00:00,LOS ANGELES LAKERS,,GOLDEN STATE WARRIORS,
2025-01-26 02:00:00+00:00,WASHINGTON WIZARDS,,PHOENIX SUNS,
2025-01-26 03:30:00+00:00,MILWAUKEE BUCKS,,LOS ANGELES CLIPPERS,
2025-01-26 23:00:00+00:00,OKLAHOMA CITY THUNDER,,PORTLAND TRAIL BLAZERS,
2025-01-28 00:00:00+00:00,LOS ANGELES LAKERS,,CHARLOTTE HORNETS,
2025-01-28 00:00:00+00:00,DETROIT PISTONS,,CLEVELAND CAVALIERS,
2025-01-28 00:30:00+00:00,HOUSTON ROCKETS,,BOSTON CELTICS,
2025-01-28 00:30:00+00:00,SACRAMENTO KINGS,,BROOKLYN NETS,
2025-01-28 00:30:00+00:00,ORLANDO MAGIC,,MIAMI HEAT,
2025-01-28 00:30:00+00:00,MEMPHIS GRIZZLIES,,NEW YORK KNICKS,
2025-01-28 00:30:00+00:00,NEW ORLEANS PELICANS,,TORONTO RAPTORS,
2025-01-28 01:00:00+00:00,DENVER NUGGETS,,CHICAGO BULLS,
2025-01-28 01:00:00+00:00,ATLANTA HAWKS,,MINNESOTA TIMBERWOLVES,
2025-01-28 01:30:00+00:00,WASHINGTON WIZARDS,,DALLAS MAVERICKS,
2025-01-28 02:00:00+00:00,MILWAUKEE BUCKS,,UTAH JAZZ,
2025-01-28 02:30:00+00:00,LOS ANGELES CLIPPERS,,PHOENIX SUNS,
2025-01-29 00:30:00+00:00,LOS ANGELES LAKERS,,PHILADELPHIA 76ERS,
2025-01-29 03:00:00+00:00,UTAH JAZZ,,GOLDEN STATE WARRIORS,
2025-01-29 03:00:00+00:00,MILWAUKEE BUCKS,,PORTLAND TRAIL BLAZERS,
2025-01-30 00:00:00+00:00,BROOKLYN NETS,,CHARLOTTE HORNETS,
2025-01-30 00:00:00+00:00,DETROIT PISTONS,,INDIANA PACERS,
2025-01-30 00:00:00+00:00,TORONTO RAPTORS,,WASHINGTON WIZARDS,
2025-01-30 00:30:00+00:00,CHICAGO BULLS,,BOSTON CELTICS,
2025-01-30 00:30:00+00:00,CLEVELAND CAVALIERS,,MIAMI HEAT,
2025-01-30 00:30:00+00:00,DENVER NUGGETS,,NEW YORK KNICKS,
2025-01-30 00:30:00+00:00,SACRAMENTO KINGS,,PHILADELPHIA 76ERS,
2025-01-30 01:00:00+00:00,DALLAS MAVERICKS,,NEW ORLEANS PELICANS,
2025-01-30 01:00:00+00:00,LOS ANGELES CLIPPERS,,SAN ANTONIO SPURS,
2025-01-30 02:00:00+00:00,MINNESOTA TIMBERWOLVES,,PHOENIX SUNS,
2025-01-30 03:00:00+00:00,OKLAHOMA CITY THUNDER,,GOLDEN STATE WARRIORS,
2025-01-31 00:00:00+00:00,LOS ANGELES LAKERS,,WASHINGTON WIZARDS,
2025-01-31 00:30:00+00:00,ATLANTA HAWKS,,CLEVELAND CAVALIERS,
2025-01-31 00:30:00+00:00,HOUSTON ROCKETS,,MEMPHIS GRIZZLIES,
2025-01-31 03:00:00+00:00,ORLANDO MAGIC,,PORTLAND TRAIL BLAZERS,
2025-01-31 03:00:00+00:00,MINNESOTA TIMBERWOLVES,,UTAH JAZZ,
2025-02-01 00:00:00+00:00,LOS ANGELES CLIPPERS,,CHARLOTTE HORNETS,
2025-02-01 00:00:00+00:00,DALLAS MAVERICKS,,DETROIT PISTONS,
2025-02-01 00:30:00+00:00,DENVER NUGGETS,,PHILADELPHIA 76ERS,
2025-02-01 00:30:00+00:00,CHICAGO BULLS,,TORONTO RAPTORS,
2025-02-01 01:00:00+00:00,BOSTON CELTICS,,NEW ORLEANS PELICANS,
2025-02-01 01:00:00+00:00,MILWAUKEE BUCKS,,SAN ANTONIO SPURS,
2025-02-01 03:00:00+00:00,PHOENIX SUNS,,GOLDEN STATE WARRIORS,
2025-02-01 22:00:00+00:00,ATLANTA HAWKS,,INDIANA PACERS,
2025-02-01 22:00:00+00:00,ORLANDO MAGIC,,UTAH JAZZ,
2025-02-02 00:00:00+00:00,DENVER NUGGETS,,CHARLOTTE HORNETS,
2025-02-02 01:00:00+00:00,BROOKLYN NETS,,HOUSTON ROCKETS,
2025-02-02 01:00:00+00:00,WASHINGTON WIZARDS,,MINNESOTA TIMBERWOLVES,
2025-02-02 01:00:00+00:00,SACRAMENTO KINGS,,OKLAHOMA CITY THUNDER,
2025-02-02 01:30:00+00:00,LOS ANGELES LAKERS,,NEW YORK KNICKS,
2025-02-02 01:30:00+00:00,MIAMI HEAT,,SAN ANTONIO SPURS,
2025-02-02 03:00:00+00:00,PHOENIX SUNS,,PORTLAND TRAIL BLAZERS,
2025-02-02 20:00:00+00:00,CHICAGO BULLS,,DETROIT PISTONS,
2025-02-02 20:30:00+00:00,DALLAS MAVERICKS,,CLEVELAND CAVALIERS,
2025-02-02 20:30:00+00:00,LOS ANGELES CLIPPERS,,TORONTO RAPTORS,
2025-02-02 23:00:00+00:00,BOSTON CELTICS,,PHILADELPHIA 76ERS,
2025-02-03 01:30:00+00:00,MEMPHIS GRIZZLIES,,MILWAUKEE BUCKS,
2025-02-04 00:00:00+00:00,WASHINGTON WIZARDS,,CHARLOTTE HORNETS,
2025-02-04 00:00:00+00:00,ATLANTA HAWKS,,DETROIT PISTONS,
2025-02-04 00:30:00+00:00,HOUSTON ROCKETS,,NEW YORK KNICKS,
2025-02-04 01:00:00+00:00,SAN ANTONIO SPURS,,MEMPHIS GRIZZLIES,
2025-02-04 01:00:00+00:00,SACRAMENTO KINGS,,MINNESOTA TIMBERWOLVES,
2025-02-04 01:00:00+00:00,MILWAUKEE BUCKS,,OKLAHOMA CITY THUNDER,
2025-02-04 02:00:00+00:00,NEW ORLEANS PELICANS,,DENVER NUGGETS,
2025-02-04 02:00:00+00:00,INDIANA PACERS,,UTAH JAZZ,
2025-02-04 03:00:00+00:00,ORLANDO MAGIC,,GOLDEN STATE WARRIORS,
2025-02-04 03:00:00+00:00,PHOENIX SUNS,,PORTLAND TRAIL BLAZERS,
2025-02-05 00:00:00+00:00,BOSTON CELTICS,,CLEVELAND CAVALIERS,
2025-02-05 00:30:00+00:00,HOUSTON ROCKETS,,BROOKLYN NETS,
2025-02-05 00:30:00+00:00,DALLAS MAVERICKS,,PHILADELPHIA 76ERS,
2025-02-05 00:30:00+00:00,NEW YORK KNICKS,,TORONTO RAPTORS,
2025-02-05 01:00:00+00:00,MIAMI HEAT,,CHICAGO BULLS,
2025-02-05 03:00:00+00:00,LOS ANGELES LAKERS,,LOS ANGELES CLIPPERS,
2025-02-05 03:00:00+00:00,INDIANA PACERS,,PORTLAND TRAIL BLAZERS,
2025-02-06 00:00:00+00:00,MILWAUKEE BUCKS,,CHARLOTTE HORNETS,
2025-02-06 00:00:00+00:00,CLEVELAND CAVALIERS,,DETROIT PISTONS,
2025-02-06 00:30:00+00:00,SAN ANTONIO SPURS,,ATLANTA HAWKS,
2025-02-06 00:30:00+00:00,WASHINGTON WIZARDS,,BROOKLYN NETS,
2025-02-06 00:30:00+00:00,MIAMI HEAT,,PHILADELPHIA 76ERS,
2025-02-06 00:30:00+00:00,MEMPHIS GRIZZLIES,,TORONTO RAPTORS,
2025-02-06 01:00:00+00:00,CHICAGO BULLS,,MINNESOTA TIMBERWOLVES,
2025-02-06 01:00:00+00:00,PHOENIX SUNS,,OKLAHOMA CITY THUNDER,
2025-02-06 02:00:00+00:00,GOLDEN STATE WARRIORS,,UTAH JAZZ,
2025-02-06 03:00:00+00:00,NEW ORLEANS PELICANS,,DENVER NUGGETS,
2025-02-06 03:00:00+00:00,ORLANDO MAGIC,,SACRAMENTO KINGS,
2025-02-07 00:30:00+00:00,DALLAS MAVERICKS,,BOSTON CELTICS,
2025-02-07 01:00:00+00:00,HOUSTON ROCKETS,,MINNESOTA TIMBERWOLVES,
2025-02-07 02:00:00+00:00,ORLANDO MAGIC,,DENVER NUGGETS,
2025-02-07 03:00:00+00:00,GOLDEN STATE WARRIORS,,LOS ANGELES LAKERS,
2025-02-07 03:00:00+00:00,SACRAMENTO KINGS,,PORTLAND TRAIL BLAZERS,
2025-02-07 03:30:00+00:00,INDIANA PACERS,,LOS ANGELES CLIPPERS,
2025-02-08 00:00:00+00:00,SAN ANTONIO SPURS,,CHARLOTTE HORNETS,
2025-02-08 00:00:00+00:00,CLEVELAND CAVALIERS,,WASHINGTON WIZARDS,
2025-02-08 00:30:00+00:00,MILWAUKEE BUCKS,,ATLANTA HAWKS,
2025-02-08 00:30:00+00:00,MIAMI HEAT,,BROOKLYN NETS,
2025-02-08 00:30:00+00:00,PHILADELPHIA 76ERS,,DETROIT PISTONS,
2025-02-08 01:00:00+00:00,TORONTO RAPTORS,,OKLAHOMA CITY THUNDER,
2025-02-08 03:00:00+00:00,UTAH JAZZ,,PHOENIX SUNS,
2025-02-08 20:00:00+00:00,HOUSTON ROCKETS,,DALLAS MAVERICKS,
2025-02-08 21:00:00+00:00,INDIANA PACERS,,LOS ANGELES LAKERS,
2025-02-09 00:00:00+00:00,SAN ANTONIO SPURS,,ORLANDO MAGIC,
2025-02-09 00:00:00+00:00,ATLANTA HAWKS,,WASHINGTON WIZARDS,
2025-02-09 01:00:00+00:00,GOLDEN STATE WARRIORS,,CHICAGO BULLS,
2025-02-09 01:00:00+00:00,OKLAHOMA CITY THUNDER,,MEMPHIS GRIZZLIES,
2025-02-09 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,MINNESOTA TIMBERWOLVES,
2025-02-09 01:30:00+00:00,BOSTON CELTICS,,NEW YORK KNICKS,
2025-02-09 02:00:00+00:00,DENVER NUGGETS,,PHOENIX SUNS,
2025-02-09 03:00:00+00:00,NEW ORLEANS PELICANS,,SACRAMENTO KINGS,
2025-02-09 03:30:00+00:00,UTAH JAZZ,,LOS ANGELES CLIPPERS,
2025-02-09 18:00:00+00:00,CHARLOTTE HORNETS,,DETROIT PISTONS,
2025-02-09 19:00:00+00:00,TORONTO RAPTORS,,HOUSTON ROCKETS,
2025-02-09 19:00:00+00:00,PHILADELPHIA 76ERS,,MILWAUKEE BUCKS,
2025-02-11 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,CLEVELAND CAVALIERS,
2025-02-11 00:00:00+00:00,ATLANTA HAWKS,,ORLANDO MAGIC,
2025-02-11 00:00:00+00:00,SAN ANTONIO SPURS,,WASHINGTON WIZARDS,
2025-02-11 00:30:00+00:00,CHARLOTTE HORNETS,,BROOKLYN NETS,
2025-02-11 00:30:00+00:00,BOSTON CELTICS,,MIAMI HEAT,
2025-02-11 01:00:00+00:00,GOLDEN STATE WARRIORS,,MILWAUKEE BUCKS,
2025-02-11 01:00:00+00:00,NEW ORLEANS PELICANS,,OKLAHOMA CITY THUNDER,
2025-02-11 01:30:00+00:00,SACRAMENTO KINGS,,DALLAS MAVERICKS,
2025-02-11 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,DENVER NUGGETS,
2025-02-12 00:00:00+00:00,TORONTO RAPTORS,,PHILADELPHIA 76ERS,
2025-02-12 00:30:00+00:00,NEW YORK KNICKS,,INDIANA PACERS,
2025-02-12 01:00:00+00:00,DETROIT PISTONS,,CHICAGO BULLS,
2025-02-12 03:00:00+00:00,MEMPHIS GRIZZLIES,,PHOENIX SUNS,
2025-02-12 03:30:00+00:00,UTAH JAZZ,,LOS ANGELES LAKERS,
2025-02-13 00:00:00+00:00,SAN ANTONIO SPURS,,BOSTON CELTICS,
2025-02-13 00:00:00+00:00,CHARLOTTE HORNETS,,ORLANDO MAGIC,
2025-02-13 00:00:00+00:00,INDIANA PACERS,,WASHINGTON WIZARDS,
2025-02-13 00:30:00+00:00,PHILADELPHIA 76ERS,,BROOKLYN NETS,
2025-02-13 00:30:00+00:00,ATLANTA HAWKS,,NEW YORK KNICKS,
2025-02-13 00:30:00+00:00,CLEVELAND CAVALIERS,,TORONTO RAPTORS,
2025-02-13 01:00:00+00:00,DETROIT PISTONS,,CHICAGO BULLS,
2025-02-13 01:00:00+00:00,MILWAUKEE BUCKS,,MINNESOTA TIMBERWOLVES,
2025-02-13 01:00:00+00:00,SACRAMENTO KINGS,,NEW ORLEANS PELICANS,
2025-02-13 01:00:00+00:00,MIAMI HEAT,,OKLAHOMA CITY THUNDER,
2025-02-13 01:30:00+00:00,PHOENIX SUNS,,HOUSTON ROCKETS,
2025-02-13 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,DENVER NUGGETS,
2025-02-13 02:00:00+00:00,LOS ANGELES LAKERS,,UTAH JAZZ,
2025-02-13 02:30:00+00:00,GOLDEN STATE WARRIORS,,DALLAS MAVERICKS,
2025-02-13 03:30:00+00:00,MEMPHIS GRIZZLIES,,LOS ANGELES CLIPPERS,
2025-02-14 01:00:00+00:00,GOLDEN STATE WARRIORS,,HOUSTON ROCKETS,
2025-02-14 01:00:00+00:00,SACRAMENTO KINGS,,NEW ORLEANS PELICANS,
2025-02-14 01:30:00+00:00,MIAMI HEAT,,DALLAS MAVERICKS,
2025-02-14 01:30:00+00:00,OKLAHOMA CITY THUNDER,,MINNESOTA TIMBERWOLVES,
2025-02-21 00:00:00+00:00,MEMPHIS GRIZZLIES,,INDIANA PACERS,
2025-02-21 00:00:00+00:00,BOSTON CELTICS,,PHILADELPHIA 76ERS,
2025-02-21 00:30:00+00:00,ORLANDO MAGIC,,ATLANTA HAWKS,
2025-02-21 00:30:00+00:00,CLEVELAND CAVALIERS,,BROOKLYN NETS,
2025-02-21 00:30:00+00:00,CHICAGO BULLS,,NEW YORK KNICKS,
2025-02-21 01:00:00+00:00,LOS ANGELES CLIPPERS,,MILWAUKEE BUCKS,
2025-02-21 02:00:00+00:00,CHARLOTTE HORNETS,,DENVER NUGGETS,
2025-02-21 02:30:00+00:00,PHOENIX SUNS,,SAN ANTONIO SPURS,
2025-02-21 03:00:00+00:00,LOS ANGELES LAKERS,,PORTLAND TRAIL BLAZERS,
2025-02-22 00:00:00+00:00,NEW YORK KNICKS,,CLEVELAND CAVALIERS,
2025-02-22 00:00:00+00:00,MEMPHIS GRIZZLIES,,ORLANDO MAGIC,
2025-02-22 00:00:00+00:00,MILWAUKEE BUCKS,,WASHINGTON WIZARDS,
2025-02-22 00:30:00+00:00,MIAMI HEAT,,TORONTO RAPTORS,
2025-02-22 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,HOUSTON ROCKETS,
2025-02-22 01:30:00+00:00,DETROIT PISTONS,,SAN ANTONIO SPURS,
2025-02-22 02:30:00+00:00,NEW ORLEANS PELICANS,,DALLAS MAVERICKS,
2025-02-22 02:30:00+00:00,OKLAHOMA CITY THUNDER,,UTAH JAZZ,
2025-02-22 03:00:00+00:00,GOLDEN STATE WARRIORS,,SACRAMENTO KINGS,
2025-02-22 22:00:00+00:00,PHOENIX SUNS,,CHICAGO BULLS,
2025-02-23 00:30:00+00:00,BROOKLYN NETS,,PHILADELPHIA 76ERS,
2025-02-23 01:30:00+00:00,LOS ANGELES LAKERS,,DENVER NUGGETS,
2025-02-23 02:30:00+00:00,HOUSTON ROCKETS,,UTAH JAZZ,
2025-02-23 03:00:00+00:00,CHARLOTTE HORNETS,,PORTLAND TRAIL BLAZERS,
2025-02-23 18:00:00+00:00,NEW YORK KNICKS,,BOSTON CELTICS,
2025-02-23 20:30:00+00:00,DALLAS MAVERICKS,,GOLDEN STATE WARRIORS,
2025-02-23 22:00:00+00:00,LOS ANGELES CLIPPERS,,INDIANA PACERS,
2025-02-23 23:00:00+00:00,DETROIT PISTONS,,ATLANTA HAWKS,
2025-02-23 23:00:00+00:00,WASHINGTON WIZARDS,,ORLANDO MAGIC,
2025-02-23 23:00:00+00:00,PHOENIX SUNS,,TORONTO RAPTORS,
2025-02-24 00:00:00+00:00,MIAMI HEAT,,MILWAUKEE BUCKS,
2025-02-24 00:00:00+00:00,SAN ANTONIO SPURS,,NEW ORLEANS PELICANS,
2025-02-24 00:30:00+00:00,MEMPHIS GRIZZLIES,,CLEVELAND CAVALIERS,
2025-02-24 02:30:00+00:00,OKLAHOMA CITY THUNDER,,MINNESOTA TIMBERWOLVES,
2025-02-25 00:00:00+00:00,LOS ANGELES CLIPPERS,,DETROIT PISTONS,
2025-02-25 00:00:00+00:00,DENVER NUGGETS,,INDIANA PACERS,
2025-02-25 00:00:00+00:00,CHICAGO BULLS,,PHILADELPHIA 76ERS,
2025-02-25 00:00:00+00:00,BROOKLYN NETS,,WASHINGTON WIZARDS,
2025-02-25 00:30:00+00:00,MIAMI HEAT,,ATLANTA HAWKS,
2025-02-25 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,OKLAHOMA CITY THUNDER,
2025-02-25 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,UTAH JAZZ,
2025-02-25 03:00:00+00:00,CHARLOTTE HORNETS,,SACRAMENTO KINGS,
2025-02-26 00:00:00+00:00,BOSTON CELTICS,,TORONTO RAPTORS,
2025-02-26 00:30:00+00:00,CLEVELAND CAVALIERS,,ORLANDO MAGIC,
2025-02-26 01:00:00+00:00,MILWAUKEE BUCKS,,HOUSTON ROCKETS,
2025-02-26 01:00:00+00:00,PHOENIX SUNS,,MEMPHIS GRIZZLIES,
2025-02-26 01:00:00+00:00,SAN ANTONIO SPURS,,NEW ORLEANS PELICANS,
2025-02-26 03:00:00+00:00,CHARLOTTE HORNETS,,GOLDEN STATE WARRIORS,
2025-02-26 03:00:00+00:00,DALLAS MAVERICKS,,LOS ANGELES LAKERS,
2025-02-27 00:00:00+00:00,BOSTON CELTICS,,DETROIT PISTONS,
2025-02-27 00:00:00+00:00,TORONTO RAPTORS,,INDIANA PACERS,
2025-02-27 00:00:00+00:00,PHILADELPHIA 76ERS,,NEW YORK KNICKS,
2025-02-27 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,WASHINGTON WIZARDS,
2025-02-27 00:30:00+00:00,OKLAHOMA CITY THUNDER,,BROOKLYN NETS,
2025-02-27 00:30:00+00:00,ATLANTA HAWKS,,MIAMI HEAT,
2025-02-27 01:00:00+00:00,LOS ANGELES CLIPPERS,,CHICAGO BULLS,
2025-02-27 02:00:00+00:00,SACRAMENTO KINGS,,UTAH JAZZ,
2025-02-27 02:30:00+00:00,SAN ANTONIO SPURS,,HOUSTON ROCKETS,
2025-02-28 00:00:00+00:00,GOLDEN STATE WARRIORS,,ORLANDO MAGIC,
